is_canceled,arrival_year,arrival_month,PredictedLikelihoodOfCancellation
1,2015,7,0.394619127511544
0,2015,7,0.424374988220632
1,2015,7,0.377596640696652
0,2015,7,0.377741271499291
0,2015,7,0.426340672446187
0,2015,7,0.303977514262383
0,2015,7,0.390001010763942
1,2015,7,0.390658001233234
0,2015,7,0.390658001233234
1,2015,7,0.357084226479446
0,2015,7,0.310305878955465
0,2015,7,0.292277019683434
0,2015,7,0.325850794437223
1,2015,7,0.445978313834912
0,2015,7,0.373083924198288
0,2015,7,0.373083924198288
0,2015,7,0.373083924198288
0,2015,7,0.326305576674308
0,2015,7,0.373083924198288
0,2015,7,0.373083924198288
1,2015,7,0.433864276489122
1,2015,7,0.433864276489122
1,2015,7,0.330191187344297
0,2015,7,0.257372263612929
0,2015,7,0.290946038366718
0,2015,7,0.330191187344297
0,2015,7,0.365560320155354
0,2015,7,0.318781972631372
0,2015,7,0.317926084058021
0,2015,7,0.403949580559581
0,2015,7,0.330191187344297
1,2015,7,0.371392614499499
1,2015,7,0.257372263612929
1,2015,7,0.376969534868277
0,2015,7,0.376969534868277
0,2015,7,0.337724385890699
0,2015,7,0.330191187344297
0,2015,7,0.257372263612929
0,2015,7,0.376969534868277
0,2015,7,0.303977514262383
1,2015,7,0.343222663239961
0,2015,7,0.390001010763942
0,2015,7,0.325850794437223
0,2015,7,0.325850794437223
0,2015,7,0.253031870705856
0,2015,7,0.36750700382951
0,2015,7,0.326305576674308
1,2015,7,0.290910748497603
1,2015,7,0.277706175727411
1,2015,7,0.373083924198288
1,2015,7,0.326305576674308
0,2015,7,0.390274058691024
0,2015,7,0.326305576674308
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.31765649709723
1,2015,7,0.270878149573249
0,2015,7,0.31765649709723
0,2015,7,0.269057096150334
0,2015,7,0.269057096150334
0,2015,7,0.31765649709723
0,2015,7,0.269057096150334
1,2015,7,0.270878149573249
0,2015,7,0.303498440224659
0,2015,7,0.232645200718847
0,2015,7,0.272843833798804
0,2015,7,0.379562324922206
0,2015,7,0.356449365881808
0,2015,7,0.348916167335405
0,2015,7,0.348916167335405
0,2015,7,0.389791523687009
0,2015,7,0.403949580559581
1,2015,7,0.398372660190802
1,2015,7,0.296617412590507
0,2015,7,0.351976896618281
0,2015,7,0.330191187344297
1,2015,7,0.343395760114489
0,2015,7,0.330191187344297
0,2015,7,0.354020745696761
0,2015,7,0.325850794437223
0,2015,7,0.286605645459645
0,2015,7,0.325850794437223
0,2015,7,0.290455966260519
0,2015,7,0.292277019683434
0,2015,7,0.396406975965247
0,2015,7,0.393728830633831
0,2015,7,0.37957077376126
0,2015,7,0.307705334132272
0,2015,7,0.354578135511264
0,2015,7,0.307705334132272
0,2015,7,0.340325624783682
0,2015,7,0.32714578536572
0,2015,7,0.231768036894842
0,2015,7,0.278411348119652
0,2015,7,0.363594635929799
0,2015,7,0.316816288405818
0,2015,7,0.377596640696652
1,2015,7,0.313376708356062
0,2015,7,0.360155055880042
0,2015,7,0.393728830633831
0,2015,7,0.355205548810045
0,2015,7,0.321631774056256
0,2015,7,0.341430075888934
0,2015,7,0.328225503118742
0,2015,7,0.33781883974571
1,2015,7,0.294796359167592
0,2015,7,0.376969534868277
0,2015,7,0.344052750583781
1,2015,7,0.343879653709254
0,2015,7,0.390658001233234
0,2015,7,0.343879653709254
0,2015,7,0.310305878955465
0,2015,7,0.310305878955465
0,2015,7,0.342058600286338
0,2015,7,0.325850794437223
0,2015,7,0.372629141961204
0,2015,7,0.330191187344297
1,2015,7,0.433864276489122
0,2015,7,0.403218118902321
0,2015,7,0.283620847646973
0,2015,7,0.32714578536572
0,2015,7,0.32714578536572
0,2015,7,0.324484523251392
0,2015,7,0.300265000466921
0,2015,7,0.324484523251392
0,2015,7,0.130030001819814
0,2015,7,0.364694837078534
0,2015,7,0.291875913347167
0,2015,7,0.411473184602515
1,2015,7,0.350919364157424
1,2015,7,0.296617412590507
0,2015,7,0.330191187344297
1,2015,7,0.376969534868277
0,2015,7,0.292277019683434
0,2015,7,0.35643977137834
0,2015,7,0.411473184602515
0,2015,7,0.411473184602515
1,2015,7,0.411473184602515
0,2015,7,0.364694837078534
0,2015,7,0.411473184602515
1,2015,7,0.411473184602515
0,2015,7,0.324484523251392
1,2015,7,0.373083924198288
1,2015,7,0.373083924198288
0,2015,7,0.433864276489122
1,2015,7,0.401983896334026
0,2015,7,0.357171233035599
1,2015,7,0.257372263612929
0,2015,7,0.330191187344297
0,2015,7,0.296617412590507
0,2015,7,0.296617412590507
0,2015,7,0.350755861786364
0,2015,7,0.303977514262383
0,2015,7,0.343222663239961
0,2015,7,0.381665060702081
0,2015,7,0.394619127511544
0,2015,7,0.428287356120343
1,2015,7,0.35643977137834
1,2015,7,0.411799255406113
1,2015,7,0.397641198533542
0,2015,7,0.363972969924743
1,2015,7,0.393728830633831
1,2015,7,0.393728830633831
0,2015,7,0.345129429686935
0,2015,7,0.395694514859386
0,2015,7,0.395694514859386
0,2015,7,0.376969534868277
0,2015,7,0.376969534868277
0,2015,7,0.330191187344297
0,2015,7,0.296617412590507
0,2015,7,0.343395760114489
1,2015,7,0.356427236010153
0,2015,7,0.373083924198288
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
0,2015,7,0.346887295885184
0,2015,7,0.387085928965141
0,2015,7,0.433864276489122
0,2015,7,0.424374988220632
0,2015,7,0.424374988220632
0,2015,7,0.377596640696652
0,2015,7,0.402329379783721
0,2015,7,0.402329379783721
1,2015,7,0.348916167335405
0,2015,7,0.395694514859386
0,2015,7,0.37070187660939
0,2015,7,0.390117594490607
0,2015,7,0.343395760114489
0,2015,7,0.296617412590507
0,2015,7,0.296617412590507
0,2015,7,0.296617412590507
0,2015,7,0.248018011643611
0,2015,7,0.257372263612929
0,2015,7,0.408317726233585
0,2015,7,0.398582147267734
0,2015,7,0.390001010763942
0,2015,7,0.343879653709254
0,2015,7,0.286605645459645
0,2015,7,0.372629141961204
0,2015,7,0.257372263612929
0,2015,7,0.296617412590507
1,2015,7,0.322875591128019
0,2015,7,0.395694514859386
0,2015,7,0.364704431582002
1,2015,7,0.357171233035599
0,2015,7,0.284352309304232
0,2015,7,0.403949580559581
0,2015,7,0.330191187344297
1,2015,7,0.376969534868277
0,2015,7,0.379562324922206
0,2015,7,0.379562324922206
0,2015,7,0.379562324922206
0,2015,7,0.324484523251392
0,2015,7,0.3395101494445
0,2015,7,0.358925867325717
0,2015,7,0.373083924198288
0,2015,7,0.33002086117601
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.318781972631372
0,2015,7,0.365560320155354
0,2015,7,0.330191187344297
0,2015,7,0.343395760114489
1,2015,7,0.343222663239961
0,2015,7,0.350850315641374
0,2015,7,0.292277019683434
0,2015,7,0.376969534868277
0,2015,7,0.330191187344297
0,2015,7,0.312079576728452
0,2015,7,0.31765649709723
0,2015,7,0.364704431582002
1,2015,7,0.403949580559581
0,2015,7,0.376969534868277
0,2015,7,0.330191187344297
0,2015,7,0.399736589729792
0,2015,7,0.257372263612929
1,2015,7,0.38555067137207
0,2015,7,0.376969534868277
0,2015,7,0.360491440752214
0,2015,7,0.330191187344297
0,2015,7,0.330191187344297
1,2015,7,0.343395760114489
0,2015,7,0.330191187344297
0,2015,7,0.330191187344297
1,2015,7,0.330848177813589
0,2015,7,0.32602389131175
0,2015,7,0.359597666065539
0,2015,7,0.325850794437223
0,2015,7,0.339055367207415
1,2015,7,0.0585656685270932
0,2015,7,0.376969534868277
0,2015,7,0.31765649709723
0,2015,7,0.314045260954006
0,2015,7,0.319622181322785
0,2015,7,0.272843833798804
0,2015,7,0.319622181322785
0,2015,7,0.319622181322785
0,2015,7,0.318781972631372
0,2015,7,0.365560320155354
1,2015,7,0.331986545401565
0,2015,7,0.426340672446187
0,2015,7,0.340317175944628
0,2015,7,0.420763752077408
0,2015,7,0.348916167335405
1,2015,7,0.348916167335405
0,2015,7,0.390117594490607
0,2015,7,0.315342392581616
0,2015,7,0.362811477995706
0,2015,7,0.30415061113691
1,2015,7,0.376969534868277
0,2015,7,0.376969534868277
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.35801771556102
0,2015,7,0.33002086117601
0,2015,7,0.363594635929799
1,2015,7,0.316816288405818
0,2015,7,0.377596640696652
0,2015,7,0.424374988220632
0,2015,7,0.390801213466844
0,2015,7,0.424374988220632
0,2015,7,0.344022865942862
0,2015,7,0.345129429686935
1,2015,7,0.355205548810045
1,2015,7,0.368410121580237
0,2015,7,0.355205548810045
1,2015,7,0.355205548810045
0,2015,7,0.355205548810045
1,2015,7,0.321631774056256
0,2015,7,0.401983896334026
1,2015,7,0.355205548810045
0,2015,7,0.355205548810045
0,2015,7,0.282386625078678
1,2015,7,0.375003850642723
1,2015,7,0.341430075888934
0,2015,7,0.246052327418056
0,2015,7,0.375003850642723
0,2015,7,0.343395760114489
0,2015,7,0.352958242205811
0,2015,7,0.257372263612929
1,2015,7,0.376969534868277
0,2015,7,0.31765649709723
0,2015,7,0.360155055880042
0,2015,7,0.37762652533757
0,2015,7,0.343879653709254
1,2015,7,0.326305576674308
0,2015,7,0.324484523251392
0,2015,7,0.373083924198288
0,2015,7,0.387085928965141
1,2015,7,0.364694837078534
0,2015,7,0.411473184602515
0,2015,7,0.337714791387231
0,2015,7,0.384493138911212
0,2015,7,0.341430075888934
0,2015,7,0.255406579387375
0,2015,7,0.335853155520155
1,2015,7,0.328370133921381
0,2015,7,0.343395760114489
0,2015,7,0.343395760114489
1,2015,7,0.390001010763942
1,2015,7,0.390001010763942
0,2015,7,0.390001010763942
0,2015,7,0.390001010763942
0,2015,7,0.292277019683434
0,2015,7,0.292277019683434
0,2015,7,0.319225936111055
0,2015,7,0.324484523251392
1,2015,7,0.369644344148532
1,2015,7,0.35643977137834
0,2015,7,0.323597458281811
1,2015,7,0.330191187344297
0,2015,7,0.384424090395163
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.384424090395163
0,2015,7,0.456631331350637
0,2015,7,0.40803193040374
1,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.417386182373059
0,2015,7,0.40803193040374
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.417386182373059
0,2015,7,0.40803193040374
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
0,2015,7,0.456631331350637
1,2015,7,0.428287356120343
0,2015,7,0.433864276489122
0,2015,7,0.326305576674308
1,2015,7,0.324484523251392
1,2015,7,0.326305576674308
0,2015,7,0.381665060702081
0,2015,7,0.428287356120343
1,2015,7,0.433864276489122
0,2015,7,0.394619127511544
0,2015,7,0.433864276489122
0,2015,7,0.35643977137834
1,2015,7,0.403218118902321
1,2015,7,0.369644344148532
1,2015,7,0.369644344148532
0,2015,7,0.403218118902321
0,2015,7,0.348916167335405
1,2015,7,0.348916167335405
0,2015,7,0.300316766388508
0,2015,7,0.393728830633831
1,2015,7,0.34695048310985
0,2015,7,0.370375805805791
1,2015,7,0.357171233035599
0,2015,7,0.343395760114489
0,2015,7,0.390001010763942
0,2015,7,0.243677618736537
0,2015,7,0.32714578536572
0,2015,7,0.433864276489122
0,2015,7,0.387085928965141
0,2015,7,0.387085928965141
0,2015,7,0.433864276489122
1,2015,7,0.433864276489122
1,2015,7,0.433864276489122
0,2015,7,0.433864276489122
1,2015,7,0.433864276489122
0,2015,7,0.387085928965141
0,2015,7,0.387085928965141
0,2015,7,0.387085928965141
0,2015,7,0.433864276489122
1,2015,7,0.385264875542225
1,2015,7,0.424374988220632
0,2015,7,0.395694514859386
0,2015,7,0.356449365881808
0,2015,7,0.395694514859386
0,2015,7,0.34709511391249
0,2015,7,0.395694514859386
0,2015,7,0.34709511391249
0,2015,7,0.34709511391249
0,2015,7,0.395694514859386
0,2015,7,0.390117594490607
0,2015,7,0.357171233035599
0,2015,7,0.371392614499499
0,2015,7,0.376969534868277
1,2015,7,0.371392614499499
0,2015,7,0.343395760114489
0,2015,7,0.330191187344297
0,2015,7,0.376969534868277
0,2015,7,0.343395760114489
0,2015,7,0.356427236010153
0,2015,7,0.309648888486172
0,2015,7,0.336597804913793
0,2015,7,0.310305878955465
0,2015,7,0.424374988220632
0,2015,7,0.385129839243054
0,2015,7,0.304777716965285
0,2015,7,0.377596640696652
0,2015,7,0.377596640696652
0,2015,7,0.424374988220632
1,2015,7,0.377596640696652
0,2015,7,0.424374988220632
0,2015,7,0.424374988220632
1,2015,7,0.358925867325717
0,2015,7,0.385129839243054
0,2015,7,0.424374988220632
0,2015,7,0.387095523468609
0,2015,7,0.318781972631372
0,2015,7,0.357171233035599
0,2015,7,0.331130656828214
1,2015,7,0.378956942309584
0,2015,7,0.296617412590507
0,2015,7,0.330191187344297
0,2015,7,0.379562324922206
0,2015,7,0.426340672446187
1,2015,7,0.392766897692398
1,2015,7,0.340317175944628
1,2015,7,0.390117594490607
0,2015,7,0.348916167335405
0,2015,7,0.395694514859386
0,2015,7,0.404275651363179
0,2015,7,0.326305576674308
0,2015,7,0.404432115563596
0,2015,7,0.31019143007965
0,2015,7,0.270182571684476
0,2015,7,0.313713093228233
0,2015,7,0.296617412590507
0,2015,7,0.399736589729792
0,2015,7,0.376969534868277
1,2015,7,0.296617412590507
0,2015,7,0.330191187344297
0,2015,7,0.330191187344297
0,2015,7,0.376969534868277
0,2015,7,0.356427236010153
1,2015,7,0.309648888486172
0,2015,7,0.356427236010153
0,2015,7,0.372629141961204
0,2015,7,0.31765649709723
0,2015,7,0.31765649709723
0,2015,7,0.270878149573249
0,2015,7,0.31765649709723
0,2015,7,0.31765649709723
0,2015,7,0.272843833798804
1,2015,7,0.318781972631372
0,2015,7,0.426340672446187
1,2015,7,0.379562324922206
0,2015,7,0.395694514859386
1,2015,7,0.308571832088703
1,2015,7,0.296617412590507
0,2015,7,0.351976896618281
1,2015,7,0.376969534868277
0,2015,7,0.330191187344297
1,2015,7,0.296617412590507
0,2015,7,0.376969534868277
1,2015,7,0.330191187344297
0,2015,7,0.330191187344297
0,2015,7,0.364704431582002
1,2015,7,0.398372660190802
1,2015,7,0.403949580559581
0,2015,7,0.330191187344297
0,2015,7,0.330191187344297
1,2015,7,0.372049604968791
0,2015,7,0.372629141961204
0,2015,7,0.325850794437223
0,2015,7,0.317926084058021
0,2015,7,0.269057096150334
1,2015,7,0.418798067851854
0,2015,7,0.278546384418823
0,2015,7,0.32714578536572
0,2015,7,0.354483681656253
0,2015,7,0.393728830633831
0,2015,7,0.393728830633831
0,2015,7,0.360155055880042
1,2015,7,0.34695048310985
0,2015,7,0.34695048310985
1,2015,7,0.34695048310985
1,2015,7,0.396406975965247
0,2015,7,0.401983896334026
1,2015,7,0.355205548810045
1,2015,7,0.369426930273944
0,2015,7,0.341430075888934
1,2015,7,0.328225503118742
0,2015,7,0.330191187344297
1,2015,7,0.313713093228233
0,2015,7,0.38555067137207
0,2015,7,0.30415061113691
0,2015,7,0.399736589729792
0,2015,7,0.296617412590507
1,2015,7,0.30415061113691
1,2015,7,0.362811477995706
0,2015,7,0.313713093228233
1,2015,7,0.357084226479446
1,2015,7,0.366646708570768
0,2015,7,0.271060729977887
0,2015,7,0.310305878955465
0,2015,7,0.310305878955465
1,2015,7,0.357084226479446
1,2015,7,0.357084226479446
1,2015,7,0.387085928965141
0,2015,7,0.385264875542225
1,2015,7,0.403218118902321
1,2015,7,0.405896264233737
0,2015,7,0.411473184602515
0,2015,7,0.331089933061063
0,2015,7,0.335758701665145
0,2015,7,0.296617412590507
0,2015,7,0.337724385890699
0,2015,7,0.390001010763942
0,2015,7,0.303977514262383
0,2015,7,0.390001010763942
0,2015,7,0.326305576674308
1,2015,7,0.411473184602515
1,2015,7,0.364694837078534
0,2015,7,0.291875913347167
1,2015,7,0.405896264233737
1,2015,7,0.364694837078534
1,2015,7,0.355205548810045
0,2015,7,0.335726921869512
0,2015,7,0.280367437841739
0,2015,7,0.326305576674308
0,2015,7,0.373083924198288
1,2015,7,0.324484523251392
0,2015,7,0.322865996624551
1,2015,7,0.403218118902321
1,2015,7,0.35643977137834
0,2015,7,0.322865996624551
1,2015,7,0.388151910265053
1,2015,7,0.34695048310985
0,2015,7,0.348916167335405
1,2015,7,0.357171233035599
1,2015,7,0.34695048310985
0,2015,7,0.270403739508594
0,2015,7,0.387085928965141
0,2015,7,0.387085928965141
1,2015,7,0.373083924198288
0,2015,7,0.433864276489122
0,2015,7,0.387085928965141
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
0,2015,7,0.433864276489122
1,2015,7,0.428287356120343
0,2015,7,0.387085928965141
0,2015,7,0.387085928965141
1,2015,7,0.387085928965141
1,2015,7,0.387085928965141
0,2015,7,0.370971782370483
1,2015,7,0.387085928965141
0,2015,7,0.433864276489122
1,2015,7,0.424374988220632
1,2015,7,0.379562324922206
0,2015,7,0.426340672446187
1,2015,7,0.426340672446187
0,2015,7,0.426340672446187
0,2015,7,0.395694514859386
0,2015,7,0.395694514859386
0,2015,7,0.376969534868277
1,2015,7,0.399736589729792
1,2015,7,0.343395760114489
1,2015,7,0.384424090395163
0,2015,7,0.343222663239961
0,2015,7,0.356427236010153
0,2015,7,0.343879653709254
1,2015,7,0.390658001233234
1,2015,7,0.333383992983626
0,2015,7,0.207548514110372
0,2015,7,0.331986545401565
0,2015,7,0.373083924198288
0,2015,7,0.373083924198288
0,2015,7,0.373083924198288
1,2015,7,0.373083924198288
0,2015,7,0.316816288405818
1,2015,7,0.363594635929799
1,2015,7,0.363594635929799
1,2015,7,0.363594635929799
0,2015,7,0.363594635929799
0,2015,7,0.331986545401565
0,2015,7,0.426340672446187
0,2015,7,0.362120740105597
0,2015,7,0.276097243604038
0,2015,7,0.395694514859386
1,2015,7,0.395694514859386
0,2015,7,0.37070187660939
0,2015,7,0.356543819736818
0,2015,7,0.403949580559581
1,2015,7,0.403949580559581
0,2015,7,0.343395760114489
0,2015,7,0.330191187344297
1,2015,7,0.376969534868277
1,2015,7,0.343395760114489
1,2015,7,0.376969534868277
0,2015,7,0.343395760114489
0,2015,7,0.296617412590507
0,2015,7,0.376969534868277
1,2015,7,0.341401609817045
0,2015,7,0.270403739508594
0,2015,7,0.356427236010153
1,2015,7,0.390658001233234
1,2015,7,0.342058600286338
1,2015,7,0.343879653709254
0,2015,7,0.372629141961204
0,2015,7,0.325850794437223
1,2015,7,0.372629141961204
0,2015,7,0.376969534868277
1,2015,7,0.337724385890699
0,2015,7,0.323566329018128
1,2015,7,0.330191187344297
1,2015,7,0.379562324922206
1,2015,7,0.395694514859386
0,2015,7,0.365560320155354
0,2015,7,0.365560320155354
1,2015,7,0.364704431582002
1,2015,7,0.357171233035599
0,2015,7,0.276097243604038
1,2015,7,0.364704431582002
1,2015,7,0.357171233035599
0,2015,7,0.351976896618281
0,2015,7,0.319622181322785
0,2015,7,0.296617412590507
1,2015,7,0.344052750583781
1,2015,7,0.344052750583781
0,2015,7,0.376969534868277
0,2015,7,0.32714578536572
1,2015,7,0.35801771556102
0,2015,7,0.316816288405818
1,2015,7,0.35801771556102
1,2015,7,0.281421460229114
1,2015,7,0.283242513652029
0,2015,7,0.377596640696652
0,2015,7,0.390801213466844
0,2015,7,0.424374988220632
0,2015,7,0.390801213466844
1,2015,7,0.393728830633831
0,2015,7,0.34695048310985
0,2015,7,0.393728830633831
0,2015,7,0.360155055880042
0,2015,7,0.393728830633831
0,2015,7,0.393728830633831
0,2015,7,0.274131559378483
0,2015,7,0.360155055880042
1,2015,7,0.393728830633831
0,2015,7,0.34695048310985
1,2015,7,0.393728830633831
0,2015,7,0.354483681656253
1,2015,7,0.34695048310985
0,2015,7,0.313376708356062
0,2015,7,0.355205548810045
0,2015,7,0.387825839461455
1,2015,7,0.401983896334026
0,2015,7,0.401983896334026
1,2015,7,0.368410121580237
1,2015,7,0.302184926911356
0,2015,7,0.341430075888934
0,2015,7,0.375003850642723
1,2015,7,0.330191187344297
1,2015,7,0.362811477995706
1,2015,7,0.376969534868277
1,2015,7,0.330191187344297
0,2015,7,0.376969534868277
0,2015,7,0.330191187344297
0,2015,7,0.287060427696729
0,2015,7,0.287060427696729
0,2015,7,0.387085928965141
1,2015,7,0.397641198533542
1,2015,7,0.35643977137834
0,2015,7,0.411473184602515
0,2015,7,0.411473184602515
0,2015,7,0.364694837078534
0,2015,7,0.337714791387231
1,2015,7,0.337714791387231
0,2015,7,0.337714791387231
0,2015,7,0.375003850642723
1,2015,7,0.343222663239961
0,2015,7,0.390001010763942
0,2015,7,0.24679366308795
1,2015,7,0.411473184602515
0,2015,7,0.411473184602515
1,2015,7,0.355205548810045
0,2015,7,0.401983896334026
1,2015,7,0.368410121580237
1,2015,7,0.315006915730088
0,2015,7,0.368410121580237
0,2015,7,0.36750700382951
1,2015,7,0.368410121580237
0,2015,7,0.368410121580237
0,2015,7,0.401983896334026
1,2015,7,0.401983896334026
1,2015,7,0.321631774056256
0,2015,7,0.376969534868277
1,2015,7,0.330191187344297
1,2015,7,0.330191187344297
0,2015,7,0.403949580559581
1,2015,7,0.376969534868277
1,2015,7,0.390001010763942
1,2015,7,0.326305576674308
0,2015,7,0.324484523251392
1,2015,7,0.324484523251392
1,2015,7,0.373083924198288
0,2015,7,0.433864276489122
0,2015,7,0.364067423779753
1,2015,7,0.403218118902321
1,2015,7,0.35643977137834
1,2015,7,0.403218118902321
0,2015,7,0.434566310267628
0,2015,7,0.354483681656253
1,2015,7,0.403218118902321
1,2015,7,0.35643977137834
1,2015,7,0.34695048310985
1,2015,7,0.393728830633831
1,2015,7,0.395694514859386
0,2015,7,0.309648888486172
0,2015,7,0.343222663239961
0,2015,7,0.343222663239961
1,2015,7,0.330191187344297
0,2015,7,0.278546384418823
0,2015,7,0.24679366308795
0,2015,7,0.3348867131781
1,2015,7,0.373083924198288
1,2015,7,0.326305576674308
1,2015,7,0.326305576674308
0,2015,7,0.385264875542225
1,2015,7,0.433864276489122
0,2015,7,0.387085928965141
1,2015,7,0.433864276489122
1,2015,7,0.433864276489122
0,2015,7,0.387085928965141
1,2015,7,0.433864276489122
1,2015,7,0.387085928965141
0,2015,7,0.428287356120343
0,2015,7,0.400290501735333
1,2015,7,0.424374988220632
1,2015,7,0.424374988220632
1,2015,7,0.424374988220632
1,2015,7,0.424374988220632
1,2015,7,0.377596640696652
1,2015,7,0.424374988220632
0,2015,7,0.377741271499291
0,2015,7,0.420763752077408
1,2015,7,0.426340672446187
0,2015,7,0.300316766388508
0,2015,7,0.357171233035599
0,2015,7,0.343879653709254
0,2015,8,0.363594635929799
1,2015,8,0.331986545401565
1,2015,8,0.331986545401565
1,2015,8,0.326305576674308
1,2015,8,0.326305576674308
1,2015,8,0.373083924198288
1,2015,8,0.326305576674308
1,2015,8,0.358925867325717
1,2015,8,0.36750700382951
0,2015,8,0.326305576674308
1,2015,8,0.326305576674308
1,2015,8,0.37070187660939
0,2015,8,0.376969534868277
1,2015,8,0.403949580559581
1,2015,8,0.38555067137207
1,2015,8,0.371392614499499
1,2015,8,0.343395760114489
1,2015,8,0.296617412590507
1,2015,8,0.376969534868277
1,2015,8,0.30415061113691
0,2015,8,0.257372263612929
1,2015,8,0.390001010763942
0,2015,8,0.309648888486172
1,2015,8,0.310305878955465
1,2015,8,0.381210278464996
1,2015,8,0.286605645459645
1,2015,8,0.381210278464996
0,2015,8,0.324029741014307
1,2015,8,0.31765649709723
1,2015,8,0.319622181322785
1,2015,8,0.348916167335405
1,2015,8,0.348916167335405
0,2015,8,0.257372263612929
0,2015,8,0.331130656828214
0,2015,8,0.357171233035599
0,2015,8,0.343395760114489
0,2015,8,0.376969534868277
0,2015,8,0.312819318541558
0,2015,8,0.399736589729792
1,2015,8,0.325850794437223
0,2015,8,0.335726921869512
0,2015,8,0.31765649709723
1,2015,8,0.283242513652029
1,2015,8,0.34695048310985
1,2015,8,0.355205548810045
1,2015,8,0.410565032837818
0,2015,8,0.330191187344297
1,2015,8,0.30415061113691
0,2015,8,0.248018011643611
1,2015,8,0.376969534868277
1,2015,8,0.376969534868277
0,2015,8,0.32714578536572
0,2015,8,0.280367437841739
0,2015,8,0.373083924198288
1,2015,8,0.307840370431443
1,2015,8,0.403218118902321
0,2015,8,0.338654260871148
0,2015,8,0.377899409848727
1,2015,8,0.364694837078534
0,2015,8,0.304141016633442
1,2015,8,0.328225503118742
0,2015,8,0.376969534868277
0,2015,8,0.376969534868277
0,2015,8,0.376969534868277
0,2015,8,0.309648888486172
0,2015,8,0.241122288864161
0,2015,8,0.24679366308795
1,2015,8,0.326305576674308
0,2015,8,0.373083924198288
0,2015,8,0.358925867325717
1,2015,8,0.369644344148532
1,2015,8,0.364694837078534
0,2015,8,0.411473184602515
0,2015,8,0.411473184602515
1,2015,8,0.355205548810045
1,2015,8,0.321631774056256
0,2015,8,0.372228035624937
0,2015,8,0.30415061113691
1,2015,8,0.356427236010153
1,2015,8,0.324484523251392
0,2015,8,0.373083924198288
1,2015,8,0.403218118902321
0,2015,8,0.35643977137834
0,2015,8,0.364067423779753
0,2015,8,0.34695048310985
0,2015,8,0.315342392581616
